record_id,question,year,responses_numeric,responses_character
354,q3,2023,2,NA
354,q3,2024,2,NA
355,q1,2022,3,NA
355,q1,2023,2,NA
355,q1,2024,2,NA
355,q2,2022,96,NA
355,q2,2023,73.4,NA
355,q2,2024,12.3,NA
355,q3,2022,1,NA
355,q3,2023,-2,NA
355,q3,2024,1,NA
356,q1,2022,1,NA
356,q1,2023,1,NA
356,q1,2024,0,NA
356,q2,2022,17.4,NA
356,q2,2023,26.3,NA
356,q2,2024,40.9,NA
356,q3,2022,0,NA
356,q3,2023,-1,NA
356,q3,2024,-2,NA
357,q1,2022,2,NA
357,q1,2023,3,NA
357,q1,2024,2,NA
357,q2,2022,51.1,NA
357,q2,2023,45.2,NA
357,q2,2024,80.8,NA
357,q3,2022,0,NA
357,q3,2023,0,NA
357,q3,2024,-1,NA
358,q1,2022,2,NA
358,q1,2023,0,NA
358,q1,2024,1,NA
358,q2,2022,53.4,NA
358,q2,2023,62.2,NA
358,q2,2024,40,NA
358,q3,2022,-1,NA
358,q3,2023,2,NA
358,q3,2024,-2,NA
359,q1,2022,3,NA
359,q1,2023,2,NA
359,q1,2024,1,NA
359,q2,2022,52.4,NA
359,q2,2023,13.2,NA
359,q2,2024,55.1,NA
359,q3,2022,0,NA
359,q3,2023,-2,NA
359,q3,2024,1,NA
360,q1,2022,0,NA
360,q1,2023,3,NA
360,q1,2024,1,NA
360,q2,2022,92.1,NA
360,q2,2023,14.4,NA
360,q2,2024,8.3,NA
360,q3,2022,1,NA
360,q3,2023,-1,NA
360,q3,2024,-2,NA
361,q1,2022,3,NA
361,q1,2023,1,NA
361,q1,2024,1,NA
361,q2,2022,63.1,NA
361,q2,2023,96.4,NA
361,q2,2024,69.1,NA
361,q3,2022,1,NA
361,q3,2023,0,NA
361,q3,2024,0,NA
362,q1,2022,3,NA
362,q1,2023,0,NA
362,q1,2024,3,NA
362,q2,2022,44.2,NA
362,q2,2023,8.9,NA
362,q2,2024,84.7,NA
362,q3,2022,0,NA
362,q3,2023,0,NA
362,q3,2024,-1,NA
363,q1,2022,3,NA
363,q1,2023,0,NA
363,q1,2024,2,NA
363,q2,2022,35,NA
363,q2,2023,65.6,NA
363,q2,2024,32.6,NA
363,q3,2022,1,NA
363,q3,2023,-2,NA
363,q3,2024,-2,NA
364,q1,2022,0,NA
364,q1,2023,2,NA
364,q1,2024,2,NA
364,q2,2022,54,NA
364,q2,2023,58.8,NA
364,q2,2024,70,NA
364,q3,2022,2,NA
364,q3,2023,0,NA
364,q3,2024,-1,NA
365,q1,2022,2,NA
365,q1,2023,2,NA
365,q1,2024,1,NA
365,q2,2022,12.5,NA
365,q2,2023,97,NA
365,q2,2024,19.2,NA
365,q3,2022,1,NA
365,q3,2023,-1,NA
365,q3,2024,2,NA
366,q1,2022,3,NA
366,q1,2023,0,NA
366,q1,2024,2,NA
366,q2,2022,58.9,NA
366,q2,2023,92.1,NA
366,q2,2024,97.6,NA
366,q3,2022,1,NA
366,q3,2023,1,NA
366,q3,2024,0,NA
367,q1,2022,3,NA
367,q1,2023,2,NA
367,q1,2024,1,NA
367,q2,2022,69.9,NA
367,q2,2023,20.4,NA
367,q2,2024,94.6,NA
367,q3,2022,-2,NA
367,q3,2023,0,NA
367,q3,2024,-2,NA
368,q1,2022,2,NA
368,q1,2023,3,NA
368,q1,2024,0,NA
368,q2,2022,19,NA
368,q2,2023,39.6,NA
368,q2,2024,90.6,NA
368,q3,2022,2,NA
368,q3,2023,0,NA
368,q3,2024,0,NA
369,q1,2022,3,NA
369,q1,2023,3,NA
369,q1,2024,3,NA
369,q2,2022,79.8,NA
369,q2,2023,20.5,NA
369,q2,2024,26,NA
369,q3,2022,2,NA
369,q3,2023,-2,NA
369,q3,2024,2,NA
370,q1,2022,0,NA
370,q1,2023,2,NA
370,q1,2024,2,NA
370,q2,2022,91.1,NA
370,q2,2023,44.1,NA
370,q2,2024,18,NA
370,q3,2022,-1,NA
370,q3,2023,-2,NA
370,q3,2024,1,NA
371,q1,2022,0,NA
371,q1,2023,1,NA
371,q1,2024,1,NA
371,q2,2022,56.2,NA
371,q2,2023,24.6,NA
371,q2,2024,0.2,NA
371,q3,2022,2,NA
371,q3,2023,1,NA
371,q3,2024,0,NA
372,q1,2022,2,NA
372,q1,2023,2,NA
372,q1,2024,0,NA
372,q2,2022,66.1,NA
372,q2,2023,24.9,NA
372,q2,2024,74.8,NA
372,q3,2022,-1,NA
372,q3,2023,0,NA
372,q3,2024,-2,NA
373,q1,2022,3,NA
373,q1,2023,1,NA
373,q1,2024,2,NA
373,q2,2022,32.2,NA
373,q2,2023,66.4,NA
373,q2,2024,31.4,NA
373,q3,2022,0,NA
373,q3,2023,-2,NA
373,q3,2024,-2,NA
374,q1,2022,2,NA
374,q1,2023,0,NA
374,q1,2024,2,NA
374,q2,2022,47.3,NA
374,q2,2023,58,NA
374,q2,2024,59.6,NA
374,q3,2022,0,NA
374,q3,2023,-1,NA
374,q3,2024,0,NA
375,q1,2022,1,NA
375,q1,2023,3,NA
375,q1,2024,0,NA
375,q2,2022,62.4,NA
375,q2,2023,39,NA
375,q2,2024,11.1,NA
375,q3,2022,2,NA
375,q3,2023,-2,NA
375,q3,2024,1,NA
376,q1,2022,2,NA
376,q1,2023,2,NA
376,q1,2024,1,NA
376,q2,2022,39.5,NA
376,q2,2023,33.5,NA
376,q2,2024,80.2,NA
376,q3,2022,-1,NA
376,q3,2023,-2,NA
376,q3,2024,2,NA
377,q1,2022,1,NA
377,q1,2023,0,NA
377,q1,2024,1,NA
377,q2,2022,37,NA
377,q2,2023,49.9,NA
377,q2,2024,45.2,NA
377,q3,2022,-1,NA
377,q3,2023,0,NA
377,q3,2024,1,NA
378,q1,2022,1,NA
378,q1,2023,1,NA
378,q1,2024,3,NA
378,q2,2022,86,NA
378,q2,2023,64.1,NA
378,q2,2024,95.7,NA
378,q3,2022,-1,NA
378,q3,2023,1,NA
378,q3,2024,2,NA
379,q1,2022,2,NA
379,q1,2023,2,NA
379,q1,2024,1,NA
379,q2,2022,58.4,NA
379,q2,2023,25.6,NA
379,q2,2024,58.7,NA
379,q3,2022,2,NA
379,q3,2023,-1,NA
379,q3,2024,2,NA
380,q1,2022,2,NA
380,q1,2023,0,NA
380,q1,2024,0,NA
380,q2,2022,65.8,NA
380,q2,2023,73.6,NA
380,q2,2024,86.9,NA
380,q3,2022,0,NA
380,q3,2023,0,NA
380,q3,2024,-2,NA
381,q1,2022,2,NA
381,q1,2023,3,NA
381,q1,2024,3,NA
381,q2,2022,80,NA
381,q2,2023,4,NA
381,q2,2024,16.8,NA
381,q3,2022,2,NA
381,q3,2023,-2,NA
381,q3,2024,-1,NA
382,q1,2022,0,NA
382,q1,2023,1,NA
382,q1,2024,1,NA
382,q2,2022,33.8,NA
382,q2,2023,54.9,NA
382,q2,2024,37.4,NA
382,q3,2022,2,NA
382,q3,2023,-1,NA
382,q3,2024,1,NA
383,q1,2022,0,NA
383,q1,2023,1,NA
383,q1,2024,2,NA
383,q2,2022,11.1,NA
383,q2,2023,72.9,NA
383,q2,2024,34.2,NA
383,q3,2022,2,NA
383,q3,2023,0,NA
383,q3,2024,-2,NA
384,q1,2022,0,NA
384,q1,2023,1,NA
384,q1,2024,3,NA
384,q2,2022,5.7,NA
384,q2,2023,75.9,NA
384,q2,2024,69.7,NA
384,q3,2022,-1,NA
384,q3,2023,0,NA
384,q3,2024,0,NA
385,q1,2022,0,NA
385,q1,2023,3,NA
385,q1,2024,2,NA
385,q2,2022,10.1,NA
385,q2,2023,40.2,NA
385,q2,2024,49.6,NA
385,q3,2022,-1,NA
385,q3,2023,0,NA
385,q3,2024,-1,NA
386,q1,2022,2,NA
386,q1,2023,1,NA
386,q1,2024,2,NA
386,q2,2022,1.1,NA
386,q2,2023,70.7,NA
386,q2,2024,27.7,NA
386,q3,2022,-2,NA
386,q3,2023,-2,NA
386,q3,2024,-2,NA
387,q1,2022,1,NA
387,q1,2023,0,NA
387,q1,2024,2,NA
387,q2,2022,42.8,NA
387,q2,2023,87.3,NA
387,q2,2024,40.7,NA
387,q3,2022,2,NA
387,q3,2023,2,NA
387,q3,2024,2,NA
388,q1,2022,2,NA
388,q1,2023,1,NA
388,q1,2024,1,NA
388,q2,2022,68.1,NA
388,q2,2023,35,NA
388,q2,2024,87.5,NA
388,q3,2022,-1,NA
388,q3,2023,2,NA
388,q3,2024,-2,NA
389,q1,2022,3,NA
389,q1,2023,0,NA
389,q1,2024,2,NA
389,q2,2022,41.4,NA
389,q2,2023,57.9,NA
389,q2,2024,19,NA
389,q3,2022,1,NA
389,q3,2023,2,NA
389,q3,2024,2,NA
390,q1,2022,1,NA
390,q1,2023,3,NA
390,q1,2024,3,NA
390,q2,2022,72.3,NA
390,q2,2023,7.4,NA
390,q2,2024,18.8,NA
390,q3,2022,1,NA
390,q3,2023,-2,NA
390,q3,2024,-2,NA
391,q1,2022,0,NA
391,q1,2023,2,NA
391,q1,2024,2,NA
391,q2,2022,1.7,NA
391,q2,2023,87.4,NA
391,q2,2024,69.3,NA
391,q3,2022,2,NA
391,q3,2023,2,NA
391,q3,2024,1,NA
392,q1,2022,3,NA
392,q1,2023,1,NA
392,q1,2024,2,NA
392,q2,2022,35.9,NA
392,q2,2023,26.9,NA
392,q2,2024,87.1,NA
392,q3,2022,-2,NA
392,q3,2023,0,NA
392,q3,2024,2,NA
393,q1,2022,0,NA
393,q1,2023,3,NA
393,q1,2024,3,NA
393,q2,2022,0.8,NA
393,q2,2023,14.6,NA
393,q2,2024,18.7,NA
393,q3,2022,2,NA
393,q3,2023,2,NA
393,q3,2024,0,NA
394,q1,2022,2,NA
394,q1,2023,2,NA
394,q1,2024,1,NA
394,q2,2022,79.9,NA
394,q2,2023,65.1,NA
394,q2,2024,64.9,NA
394,q3,2022,-2,NA
394,q3,2023,0,NA
394,q3,2024,2,NA
395,q1,2022,0,NA
395,q1,2023,1,NA
395,q1,2024,3,NA
395,q2,2022,98.1,NA
395,q2,2023,47.2,NA
395,q2,2024,54.4,NA
395,q3,2022,1,NA
395,q3,2023,-1,NA
395,q3,2024,-1,NA
396,q1,2022,0,NA
396,q1,2023,0,NA
396,q1,2024,3,NA
396,q2,2022,57,NA
396,q2,2023,59.7,NA
396,q2,2024,54.5,NA
396,q3,2022,-1,NA
396,q3,2023,1,NA
396,q3,2024,2,NA
397,q1,2022,1,NA
397,q1,2023,1,NA
397,q1,2024,3,NA
397,q2,2022,88.3,NA
397,q2,2023,1.7,NA
397,q2,2024,50.2,NA
397,q3,2022,-1,NA
397,q3,2023,-2,NA
397,q3,2024,-2,NA
398,q1,2022,0,NA
398,q1,2023,0,NA
398,q1,2024,3,NA
398,q2,2022,26.1,NA
398,q2,2023,71.7,NA
398,q2,2024,19.1,NA
398,q3,2022,-1,NA
398,q3,2023,1,NA
398,q3,2024,0,NA
399,q1,2022,1,NA
399,q1,2023,1,NA
399,q1,2024,3,NA
399,q2,2022,28.7,NA
399,q2,2023,22,NA
399,q2,2024,53.9,NA
399,q3,2022,2,NA
399,q3,2023,2,NA
399,q3,2024,-1,NA
400,q1,2022,1,NA
400,q1,2023,1,NA
400,q1,2024,0,NA
400,q2,2022,91,NA
400,q2,2023,10.2,NA
400,q2,2024,4.6,NA
400,q3,2022,0,NA
400,q3,2023,0,NA
400,q3,2024,2,NA
401,q1,2022,2,NA
401,q1,2023,3,NA
401,q1,2024,3,NA
401,q2,2022,95.3,NA
401,q2,2023,84.8,NA
401,q2,2024,31.5,NA
401,q3,2022,0,NA
401,q3,2023,-1,NA
401,q3,2024,2,NA
402,q1,2022,1,NA
402,q1,2023,3,NA
402,q1,2024,2,NA
402,q2,2022,32.8,NA
402,q2,2023,79.4,NA
402,q2,2024,56.8,NA
402,q3,2022,1,NA
402,q3,2023,-2,NA
402,q3,2024,1,NA
403,q1,2022,1,NA
403,q1,2023,1,NA
403,q1,2024,3,NA
403,q2,2022,55.7,NA
403,q2,2023,17.8,NA
403,q2,2024,89.3,NA
403,q3,2022,-1,NA
403,q3,2023,-2,NA
403,q3,2024,2,NA
404,q1,2022,2,NA
404,q1,2023,1,NA
404,q1,2024,0,NA
404,q2,2022,47.9,NA
404,q2,2023,16.2,NA
404,q2,2024,47.8,NA
404,q3,2022,2,NA
404,q3,2023,-2,NA
404,q3,2024,0,NA
405,q1,2022,1,NA
405,q1,2023,2,NA
405,q1,2024,0,NA
405,q2,2022,66,NA
405,q2,2023,56.5,NA
405,q2,2024,34.9,NA
405,q3,2022,0,NA
405,q3,2023,0,NA
405,q3,2024,1,NA
406,q1,2022,2,NA
406,q1,2023,2,NA
406,q1,2024,3,NA
406,q2,2022,27.3,NA
406,q2,2023,2.5,NA
406,q2,2024,83.7,NA
406,q3,2022,0,NA
406,q3,2023,-2,NA
406,q3,2024,1,NA
407,q1,2022,0,NA
407,q1,2023,1,NA
407,q1,2024,2,NA
407,q2,2022,73,NA
407,q2,2023,4.9,NA
407,q2,2024,4.1,NA
407,q3,2022,-1,NA
407,q3,2023,0,NA
407,q3,2024,-1,NA
408,q1,2022,0,NA
408,q1,2023,2,NA
408,q1,2024,1,NA
408,q2,2022,47.5,NA
408,q2,2023,50.8,NA
408,q2,2024,53.7,NA
408,q3,2022,-1,NA
408,q3,2023,1,NA
408,q3,2024,1,NA
409,q1,2022,3,NA
409,q1,2023,1,NA
409,q1,2024,3,NA
409,q2,2022,91.7,NA
409,q2,2023,45.2,NA
409,q2,2024,78.7,NA
409,q3,2022,1,NA
409,q3,2023,-2,NA
409,q3,2024,-2,NA
410,q1,2022,0,NA
410,q1,2023,3,NA
410,q1,2024,1,NA
410,q2,2022,26.1,NA
410,q2,2023,30.7,NA
410,q2,2024,3.3,NA
410,q3,2022,-2,NA
410,q3,2023,-2,NA
410,q3,2024,0,NA
411,q1,2022,2,NA
411,q1,2023,2,NA
411,q1,2024,0,NA
411,q2,2022,39.8,NA
411,q2,2023,81.7,NA
411,q2,2024,58.8,NA
411,q3,2022,-1,NA
411,q3,2023,2,NA
411,q3,2024,-1,NA
412,q1,2022,2,NA
412,q1,2023,3,NA
412,q1,2024,2,NA
412,q2,2022,13.7,NA
412,q2,2023,79.6,NA
412,q2,2024,6.2,NA
412,q3,2022,2,NA
412,q3,2023,1,NA
412,q3,2024,1,NA
413,q1,2022,0,NA
413,q1,2023,0,NA
413,q1,2024,3,NA
413,q2,2022,17.7,NA
413,q2,2023,25.3,NA
413,q2,2024,49.4,NA
413,q3,2022,-2,NA
413,q3,2023,-2,NA
413,q3,2024,2,NA
414,q1,2022,2,NA
414,q1,2023,2,NA
414,q1,2024,0,NA
414,q2,2022,16.8,NA
414,q2,2023,1.5,NA
414,q2,2024,32.1,NA
414,q3,2022,0,NA
414,q3,2023,0,NA
414,q3,2024,1,NA
415,q1,2022,3,NA
415,q1,2023,3,NA
415,q1,2024,2,NA
415,q2,2022,48.8,NA
415,q2,2023,36,NA
415,q2,2024,30.9,NA
415,q3,2022,0,NA
415,q3,2023,-1,NA
415,q3,2024,1,NA
416,q1,2022,3,NA
416,q1,2023,1,NA
416,q1,2024,2,NA
416,q2,2022,60.2,NA
416,q2,2023,26.4,NA
416,q2,2024,57.1,NA
416,q3,2022,0,NA
416,q3,2023,2,NA
416,q3,2024,-2,NA
417,q1,2022,3,NA
417,q1,2023,0,NA
417,q1,2024,3,NA
417,q2,2022,67.5,NA
417,q2,2023,39.2,NA
417,q2,2024,59.8,NA
417,q3,2022,1,NA
417,q3,2023,1,NA
417,q3,2024,1,NA
418,q1,2022,1,NA
418,q1,2023,3,NA
418,q1,2024,0,NA
418,q2,2022,94.7,NA
418,q2,2023,28,NA
418,q2,2024,56.2,NA
418,q3,2022,-1,NA
418,q3,2023,2,NA
418,q3,2024,-2,NA
419,q1,2022,0,NA
419,q1,2023,0,NA
419,q1,2024,2,NA
419,q2,2022,83.1,NA
419,q2,2023,59.6,NA
419,q2,2024,96.3,NA
419,q3,2022,0,NA
419,q3,2023,-2,NA
419,q3,2024,-1,NA
420,q1,2022,0,NA
420,q1,2023,3,NA
420,q1,2024,1,NA
420,q2,2022,80.5,NA
420,q2,2023,64.3,NA
420,q2,2024,16.7,NA
420,q3,2022,-2,NA
420,q3,2023,1,NA
420,q3,2024,-2,NA
421,q1,2022,2,NA
421,q1,2023,1,NA
421,q1,2024,0,NA
421,q2,2022,58.1,NA
421,q2,2023,83,NA
421,q2,2024,2.8,NA
421,q3,2022,2,NA
421,q3,2023,-2,NA
421,q3,2024,-1,NA
422,q1,2022,2,NA
422,q1,2023,0,NA
422,q1,2024,2,NA
422,q2,2022,24.6,NA
422,q2,2023,77.3,NA
422,q2,2024,79.8,NA
422,q3,2022,-2,NA
422,q3,2023,0,NA
422,q3,2024,0,NA
423,q1,2022,1,NA
423,q1,2023,3,NA
423,q1,2024,1,NA
423,q2,2022,76.2,NA
423,q2,2023,7.9,NA
423,q2,2024,42.7,NA
423,q3,2022,0,NA
423,q3,2023,-2,NA
423,q3,2024,2,NA
424,q1,2022,1,NA
424,q1,2023,3,NA
424,q1,2024,3,NA
424,q2,2022,67.8,NA
424,q2,2023,95,NA
424,q2,2024,29.7,NA
424,q3,2022,-2,NA
424,q3,2023,2,NA
424,q3,2024,-1,NA
425,q1,2022,1,NA
425,q1,2023,1,NA
425,q1,2024,1,NA
425,q2,2022,71,NA
425,q2,2023,77,NA
425,q2,2024,12.8,NA
425,q3,2022,0,NA
425,q3,2023,-1,NA
425,q3,2024,2,NA
426,q1,2022,2,NA
426,q1,2023,2,NA
426,q1,2024,2,NA
426,q2,2022,52.8,NA
426,q2,2023,50.7,NA
426,q2,2024,97.3,NA
426,q3,2022,2,NA
426,q3,2023,1,NA
426,q3,2024,0,NA
427,q1,2022,1,NA
427,q1,2023,3,NA
427,q1,2024,2,NA
427,q2,2022,28.1,NA
427,q2,2023,46.8,NA
427,q2,2024,37.1,NA
427,q3,2022,2,NA
427,q3,2023,-1,NA
427,q3,2024,-1,NA
428,q1,2022,1,NA
428,q1,2023,3,NA
428,q1,2024,1,NA
428,q2,2022,99.9,NA
428,q2,2023,38.6,NA
428,q2,2024,95.5,NA
428,q3,2022,0,NA
428,q3,2023,-2,NA
428,q3,2024,0,NA
429,q1,2022,3,NA
429,q1,2023,1,NA
429,q1,2024,2,NA
429,q2,2022,7.1,NA
429,q2,2023,4,NA
429,q2,2024,73.4,NA
429,q3,2022,2,NA
429,q3,2023,1,NA
429,q3,2024,-1,NA
430,q1,2022,1,NA
430,q1,2023,2,NA
430,q1,2024,2,NA
430,q2,2022,35.7,NA
430,q2,2023,31,NA
430,q2,2024,66.1,NA
430,q3,2022,2,NA
430,q3,2023,-2,NA
430,q3,2024,2,NA
431,q1,2022,1,NA
431,q1,2023,1,NA
431,q1,2024,1,NA
431,q2,2022,74.5,NA
431,q2,2023,17.9,NA
431,q2,2024,44.4,NA
431,q3,2022,2,NA
431,q3,2023,0,NA
431,q3,2024,1,NA
432,q1,2022,0,NA
432,q1,2023,1,NA
432,q1,2024,0,NA
432,q2,2022,45,NA
432,q2,2023,68.4,NA
432,q2,2024,8.6,NA
432,q3,2022,2,NA
432,q3,2023,2,NA
432,q3,2024,0,NA
433,q1,2022,2,NA
433,q1,2023,3,NA
433,q1,2024,2,NA
433,q2,2022,77.2,NA
433,q2,2023,5.6,NA
433,q2,2024,49,NA
433,q3,2022,1,NA
433,q3,2023,0,NA
433,q3,2024,2,NA
434,q1,2022,3,NA
434,q1,2023,2,NA
434,q1,2024,0,NA
434,q2,2022,40.3,NA
434,q2,2023,98.3,NA
434,q2,2024,12.5,NA
434,q3,2022,2,NA
434,q3,2023,1,NA
434,q3,2024,1,NA
435,q1,2022,3,NA
435,q1,2023,1,NA
435,q1,2024,3,NA
435,q2,2022,31.6,NA
435,q2,2023,87,NA
435,q2,2024,1.3,NA
435,q3,2022,-1,NA
435,q3,2023,-1,NA
435,q3,2024,2,NA
436,q1,2022,0,NA
436,q1,2023,0,NA
436,q1,2024,1,NA
436,q2,2022,95.6,NA
436,q2,2023,3.5,NA
436,q2,2024,11.6,NA
436,q3,2022,0,NA
436,q3,2023,-1,NA
436,q3,2024,-1,NA
437,q1,2022,3,NA
437,q1,2023,3,NA
437,q1,2024,2,NA
437,q2,2022,14.1,NA
437,q2,2023,44.3,NA
437,q2,2024,36.1,NA
437,q3,2022,1,NA
437,q3,2023,0,NA
437,q3,2024,1,NA
438,q1,2022,1,NA
438,q1,2023,0,NA
438,q1,2024,0,NA
438,q2,2022,23.3,NA
438,q2,2023,16.5,NA
438,q2,2024,39.6,NA
438,q3,2022,2,NA
438,q3,2023,2,NA
438,q3,2024,0,NA
439,q1,2022,3,NA
439,q1,2023,1,NA
439,q1,2024,2,NA
439,q2,2022,45.7,NA
439,q2,2023,30.7,NA
439,q2,2024,70.2,NA
439,q3,2022,-1,NA
439,q3,2023,-1,NA
439,q3,2024,-2,NA
440,q1,2022,1,NA
440,q1,2023,1,NA
440,q1,2024,0,NA
440,q2,2022,46.1,NA
440,q2,2023,48.5,NA
440,q2,2024,48.1,NA
440,q3,2022,-1,NA
440,q3,2023,-1,NA
440,q3,2024,-2,NA
441,q1,2022,3,NA
441,q1,2023,0,NA
441,q1,2024,2,NA
441,q2,2022,61.9,NA
441,q2,2023,45.9,NA
441,q2,2024,68,NA
441,q3,2022,-2,NA
441,q3,2023,0,NA
441,q3,2024,2,NA
442,q1,2022,1,NA
442,q1,2023,2,NA
442,q1,2024,2,NA
442,q2,2022,50.6,NA
442,q2,2023,48.7,NA
442,q2,2024,80.3,NA
442,q3,2022,0,NA
442,q3,2023,-1,NA
442,q3,2024,1,NA
443,q1,2022,2,NA
443,q1,2023,0,NA
443,q1,2024,1,NA
443,q2,2022,51.6,NA
443,q2,2023,18.3,NA
443,q2,2024,70.6,NA
443,q3,2022,0,NA
443,q3,2023,-1,NA
443,q3,2024,1,NA
444,q1,2022,3,NA
444,q1,2023,3,NA
444,q1,2024,2,NA
444,q2,2022,94.1,NA
444,q2,2023,20.7,NA
444,q2,2024,98.2,NA
444,q3,2022,1,NA
444,q3,2023,-1,NA
444,q3,2024,-2,NA
445,q1,2022,0,NA
445,q1,2023,1,NA
445,q1,2024,0,NA
445,q2,2022,4,NA
445,q2,2023,37.1,NA
445,q2,2024,51.5,NA
445,q3,2022,0,NA
445,q3,2023,1,NA
445,q3,2024,0,NA
446,q1,2022,3,NA
446,q1,2023,0,NA
446,q1,2024,2,NA
446,q2,2022,27.3,NA
446,q2,2023,73.5,NA
446,q2,2024,89.2,NA
446,q3,2022,2,NA
446,q3,2023,1,NA
446,q3,2024,1,NA
447,q1,2022,1,NA
447,q1,2023,2,NA
447,q1,2024,2,NA
447,q2,2022,56.2,NA
447,q2,2023,18.4,NA
447,q2,2024,49.2,NA
447,q3,2022,2,NA
447,q3,2023,2,NA
447,q3,2024,1,NA
448,q1,2022,2,NA
448,q1,2023,2,NA
448,q1,2024,0,NA
448,q2,2022,47.1,NA
448,q2,2023,34.9,NA
448,q2,2024,62.1,NA
448,q3,2022,-1,NA
448,q3,2023,2,NA
448,q3,2024,-2,NA
449,q1,2022,3,NA
449,q1,2023,3,NA
449,q1,2024,1,NA
449,q2,2022,80.4,NA
449,q2,2023,22.9,NA
449,q2,2024,93.5,NA
449,q3,2022,-1,NA
449,q3,2023,-2,NA
449,q3,2024,-2,NA
450,q1,2022,3,NA
450,q1,2023,2,NA
450,q1,2024,2,NA
450,q2,2022,91.5,NA
450,q2,2023,1,NA
450,q2,2024,11.9,NA
450,q3,2022,-2,NA
450,q3,2023,-1,NA
450,q3,2024,1,NA
451,q1,2022,0,NA
451,q1,2023,2,NA
451,q1,2024,1,NA
451,q2,2022,7.1,NA
451,q2,2023,88,NA
451,q2,2024,57.4,NA
451,q3,2022,2,NA
451,q3,2023,2,NA
451,q3,2024,0,NA
452,q1,2022,1,NA
452,q1,2023,2,NA
452,q1,2024,3,NA
452,q2,2022,86.1,NA
452,q2,2023,3.7,NA
452,q2,2024,32.5,NA
452,q3,2022,-1,NA
452,q3,2023,1,NA
452,q3,2024,2,NA
453,q1,2022,0,NA
453,q1,2023,0,NA
453,q1,2024,0,NA
453,q2,2022,36.7,NA
453,q2,2023,70.7,NA
453,q2,2024,56.4,NA
453,q3,2022,1,NA
453,q3,2023,2,NA
453,q3,2024,-1,NA
454,q1,2022,1,NA
454,q1,2023,0,NA
454,q1,2024,0,NA
454,q2,2022,39.4,NA
454,q2,2023,86.6,NA
454,q2,2024,72.1,NA
454,q3,2022,-2,NA
454,q3,2023,0,NA
454,q3,2024,-2,NA
455,q1,2022,1,NA
455,q1,2023,3,NA
455,q1,2024,3,NA
455,q2,2022,2.9,NA
455,q2,2023,16.7,NA
455,q2,2024,59.3,NA
455,q3,2022,1,NA
455,q3,2023,-1,NA
455,q3,2024,-2,NA
456,q1,2022,3,NA
456,q1,2023,0,NA
456,q1,2024,1,NA
456,q2,2022,79.5,NA
456,q2,2023,65.1,NA
456,q2,2024,46,NA
456,q3,2022,0,NA
456,q3,2023,2,NA
456,q3,2024,1,NA
457,q1,2022,0,NA
457,q1,2023,2,NA
457,q1,2024,1,NA
457,q2,2022,63.2,NA
457,q2,2023,3.9,NA
457,q2,2024,75.4,NA
457,q3,2022,2,NA
457,q3,2023,2,NA
457,q3,2024,1,NA
458,q1,2022,1,NA
458,q1,2023,2,NA
458,q1,2024,0,NA
458,q2,2022,42.2,NA
458,q2,2023,20.3,NA
458,q2,2024,38.8,NA
458,q3,2022,2,NA
458,q3,2023,0,NA
458,q3,2024,1,NA
459,q1,2022,0,NA
459,q1,2023,3,NA
459,q1,2024,0,NA
459,q2,2022,88.6,NA
459,q2,2023,56.6,NA
459,q2,2024,27.9,NA
459,q3,2022,-2,NA
459,q3,2023,1,NA
459,q3,2024,-1,NA
460,q1,2022,3,NA
460,q1,2023,3,NA
460,q1,2024,0,NA
460,q2,2022,28.5,NA
460,q2,2023,26,NA
460,q2,2024,2.4,NA
460,q3,2022,0,NA
460,q3,2023,1,NA
460,q3,2024,-1,NA
461,q1,2022,2,NA
461,q1,2023,0,NA
461,q1,2024,0,NA
461,q2,2022,19.1,NA
461,q2,2023,15.7,NA
461,q2,2024,3.6,NA
461,q3,2022,1,NA
461,q3,2023,2,NA
461,q3,2024,1,NA
462,q1,2022,1,NA
462,q1,2023,2,NA
462,q1,2024,2,NA
462,q2,2022,72.7,NA
462,q2,2023,96.6,NA
462,q2,2024,69.1,NA
462,q3,2022,-2,NA
462,q3,2023,1,NA
462,q3,2024,-1,NA
463,q1,2022,1,NA
463,q1,2023,1,NA
463,q1,2024,2,NA
463,q2,2022,86.4,NA
463,q2,2023,6.6,NA
463,q2,2024,38.4,NA
463,q3,2022,-2,NA
463,q3,2023,1,NA
463,q3,2024,1,NA
464,q1,2022,1,NA
464,q1,2023,2,NA
464,q1,2024,3,NA
464,q2,2022,58.2,NA
464,q2,2023,27.9,NA
464,q2,2024,34.9,NA
464,q3,2022,1,NA
464,q3,2023,-1,NA
464,q3,2024,2,NA
465,q1,2022,0,NA
465,q1,2023,3,NA
465,q1,2024,3,NA
465,q2,2022,93.8,NA
465,q2,2023,7.5,NA
465,q2,2024,78.4,NA
465,q3,2022,2,NA
465,q3,2023,1,NA
465,q3,2024,-2,NA
466,q1,2022,2,NA
466,q1,2023,3,NA
466,q1,2024,3,NA
466,q2,2022,14.6,NA
466,q2,2023,4.9,NA
466,q2,2024,14.7,NA
466,q3,2022,-1,NA
466,q3,2023,0,NA
466,q3,2024,1,NA
467,q1,2022,3,NA
467,q1,2023,3,NA
467,q1,2024,3,NA
467,q2,2022,44.4,NA
467,q2,2023,0.8,NA
467,q2,2024,78.1,NA
467,q3,2022,2,NA
467,q3,2023,-2,NA
467,q3,2024,1,NA
